"","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre","profit_ratio","decade","distributor_top7","md","month_day"
"485",2010-06-30,"The Twilight Saga: Eclipse",6.8e+07,300531751,706102828,"Summit Entertainment","PG-13","Drama",10.3838651176471,2010,"Other",181,"Jun-30"
"486",2002-05-31,"The Sum of All Fears",6.8e+07,118471320,193500000,"Paramount Pictures","PG-13","Action",2.84558823529412,2000,"Paramount Pictures",151,"May-31"
"487",2015-06-26,"Ted 2",6.8e+07,81476385,217214143,"Universal","R","Comedy",3.19432563235294,2010,"Universal",177,"Jun-26"
"488",2011-02-25,"Hall Pass",6.8e+07,45060734,87173475,"Warner Bros.","R","Comedy",1.28196286764706,2010,"Warner Bros.",56,"Feb-25"
"489",1995-11-22,"Money Train",6.8e+07,35324232,77224232,"Sony Pictures","R","Action",1.13565047058824,1990,"Sony Pictures",326,"Nov-22"
"490",2003-03-21,"Dreamcatcher",6.8e+07,33685268,75685268,"Warner Bros.","R","Drama",1.11301864705882,2000,"Warner Bros.",80,"Mar-21"
"491",1999-08-06,"Mystery Men",6.8e+07,29762011,33462011,"Universal","PG-13","Comedy",0.492088397058824,1990,"Universal",218,"Aug-6"
"492",1999-11-05,"The Insider",6.8e+07,28965197,60265197,"Walt Disney","R","Drama",0.886252897058823,1990,"Walt Disney",309,"Nov-5"
"493",2017-12-22,"Downsizing",6.8e+07,24449754,48681134,"Paramount Pictures","R","Comedy",0.715899029411765,2010,"Paramount Pictures",356,"Dec-22"
"494",2012-03-02,"Doctor Seuss' The Lorax",67500000,214030500,350976753,"Universal","PG","Adventure",5.1996556,2010,"Universal",62,"Mar-2"
"495",2012-06-22,"Abraham Lincoln: Vampire Hunter",67500000,37519139,137489730,"20th Century Fox","R","Horror",2.03688488888889,2010,"20th Century Fox",174,"Jun-22"
"496",1996-09-20,"Last Man Standing",6.7e+07,18115927,18115927,"New Line","R","Action",0.270386970149254,1990,"Other",264,"Sep-20"
"497",2007-08-17,"The Last Legion",6.7e+07,5932060,25357771,"Weinstein/Dimension","PG-13","Action",0.378474194029851,2000,"Other",229,"Aug-17"
"498",1998-06-19,"The X Files: Fight the Future",6.6e+07,83898313,189176423,"20th Century Fox","PG-13","Action",2.86630943939394,1990,"20th Century Fox",170,"Jun-19"
"499",2014-03-14,"Need for Speed",6.6e+07,43568507,194169619,"Walt Disney","PG-13","Action",2.94196392424242,2010,"Walt Disney",73,"Mar-14"
"500",1998-07-24,"Saving Private Ryan",6.5e+07,216335085,485035085,"Dreamworks SKG","R","Drama",7.46207823076923,1990,"Other",205,"Jul-24"
"501",2012-11-09,"Lincoln",6.5e+07,182207973,273346281,"Walt Disney","PG-13","Drama",4.2053274,2010,"Walt Disney",314,"Nov-9"
"502",2002-03-15,"Ice Age",6.5e+07,176387405,386116343,"20th Century Fox","PG","Adventure",5.94025143076923,2000,"20th Century Fox",74,"Mar-15"
"503",1995-06-30,"Apollo 13",6.5e+07,173772767,335802271,"Universal","PG","Drama",5.16618878461538,1990,"Universal",181,"Jun-30"
"504",1999-03-31,"The Matrix",6.5e+07,171479930,463517383,"Warner Bros.","R","Action",7.13103666153846,1990,"Warner Bros.",90,"Mar-31"
"505",2002-11-01,"The Santa Clause 2",6.5e+07,139225854,172825854,"Walt Disney","G","Adventure",2.65885929230769,2000,"Walt Disney",305,"Nov-1"
"506",1990-06-01,"Total Recall",6.5e+07,119394839,261400000,"Sony Pictures","R","Action",4.02153846153846,1990,"Sony Pictures",152,"Jun-1"
"507",1998-12-18,"You've Got Mail",6.5e+07,115821495,250800000,"Warner Bros.","PG","Drama",3.85846153846154,1990,"Warner Bros.",352,"Dec-18"
"508",2014-12-25,"Unbroken",6.5e+07,115637895,163527824,"Universal","PG-13","Drama",2.51581267692308,2010,"Universal",359,"Dec-25"
"509",2015-06-05,"Spy!",6.5e+07,110825712,233121406,"20th Century Fox","R","Comedy",3.58648316923077,2010,"20th Century Fox",156,"Jun-5"
"510",2010-11-05,"Due Date",6.5e+07,100539043,211739043,"Warner Bros.","R","Comedy",3.25752373846154,2010,"Warner Bros.",309,"Nov-5"
"511",2008-07-25,"Step Brothers",6.5e+07,100468793,128468793,"Sony Pictures","R","Comedy",1.97644296923077,2000,"Sony Pictures",207,"Jul-25"
"512",1995-12-15,"Jumanji",6.5e+07,100458310,262758310,"Sony Pictures","PG","Adventure",4.04243553846154,1990,"Sony Pictures",349,"Dec-15"
"513",1998-07-17,"The Mask of Zorro",6.5e+07,93828745,233700000,"Sony Pictures","PG-13","Adventure",3.59538461538462,1990,"Sony Pictures",198,"Jul-17"
"514",2000-08-04,"Space Cowboys",6.5e+07,90454043,128874043,"Warner Bros.","PG-13","Adventure",1.98267758461538,2000,"Warner Bros.",217,"Aug-4"
"515",1993-05-28,"Cliffhanger",6.5e+07,84049211,2.55e+08,"Sony Pictures","R","Action",3.92307692307692,1990,"Sony Pictures",148,"May-28"
"516",2016-08-12,"Pete’s Dragon",6.5e+07,76233151,137768975,"Walt Disney","PG","Adventure",2.11952269230769,2010,"Walt Disney",225,"Aug-12"
"517",1996-02-09,"Broken Arrow",6.5e+07,70645997,148345997,"20th Century Fox","R","Action",2.28224610769231,1990,"20th Century Fox",40,"Feb-9"
"518",2006-08-09,"World Trade Center",6.5e+07,70278893,163295654,"Paramount Pictures","PG-13","Drama",2.51224083076923,2000,"Paramount Pictures",221,"Aug-9"
"519",2000-07-07,"The Kid",6.5e+07,69688384,69688384,"Walt Disney","PG","Comedy",1.07212898461538,2000,"Walt Disney",189,"Jul-7"
"520",2003-12-19,"Mona Lisa Smile",6.5e+07,63803100,141205169,"Sony Pictures","PG-13","Drama",2.17238721538462,2000,"Sony Pictures",353,"Dec-19"
"521",2012-05-16,"The Dictator",6.5e+07,59650222,180148897,"Paramount Pictures","R","Comedy",2.77152149230769,2010,"Paramount Pictures",137,"May-16"
"522",1999-07-16,"Eyes Wide Shut",6.5e+07,55691208,104267443,"Warner Bros.","R","Drama",1.60411450769231,1990,"Warner Bros.",197,"Jul-16"
"523",2004-12-08,"Blade: Trinity",6.5e+07,52397389,131353165,"New Line","R","Action",2.02081792307692,2000,"Other",343,"Dec-8"
"524",2006-12-22,"We Are Marshall",6.5e+07,43545364,43545364,"Warner Bros.","PG","Drama",0.669928676923077,2000,"Warner Bros.",356,"Dec-22"
"525",2012-09-14,"Resident Evil: Retribution",6.5e+07,42345531,238940997,"Sony Pictures","R","Action",3.67601533846154,2010,"Sony Pictures",258,"Sep-14"
"526",1998-03-20,"Primary Colors",6.5e+07,39017984,39017984,"Universal","R","Comedy",0.600276676923077,1990,"Universal",79,"Mar-20"
"527",1999-10-15,"Fight Club",6.5e+07,37030102,100851705,"20th Century Fox","R","Drama",1.55156469230769,1990,"20th Century Fox",288,"Oct-15"
"528",2008-08-22,"Death Race",6.5e+07,36316032,72516819,"Universal","R","Action",1.11564336923077,2000,"Universal",235,"Aug-22"
"529",1996-10-11,"The Long Kiss Goodnight",6.5e+07,33447612,33447612,"New Line","R","Action",0.514578646153846,1990,"Other",285,"Oct-11"
"530",2000-12-08,"Proof of Life",6.5e+07,32598931,62761005,"Warner Bros.","R","Action",0.965553923076923,2000,"Warner Bros.",343,"Dec-8"
"531",2005-11-11,"Zathura",6.5e+07,28045540,58545540,"Sony Pictures","PG","Adventure",0.900700615384615,2000,"Sony Pictures",315,"Nov-11"
"532",2005-01-14,"Elektra",6.5e+07,24409722,56824633,"20th Century Fox","PG-13","Action",0.874225123076923,2000,"20th Century Fox",14,"Jan-14"
"533",2009-10-23,"Astro Boy",6.5e+07,19551067,41636243,"Summit Entertainment","PG","Adventure",0.640557584615385,2000,"Other",296,"Oct-23"
"534",2014-01-24,"I, Frankenstein",6.5e+07,19075290,74575290,"Lionsgate","PG-13","Action",1.14731215384615,2010,"Lionsgate",24,"Jan-24"
"535",1991-05-24,"Hudson Hawk",6.5e+07,17218916,17218916,"Sony Pictures","R","Action",0.2649064,1990,"Sony Pictures",144,"May-24"
"536",2014-08-22,"Sin City: A Dame to Kill For",6.5e+07,13757804,40650842,"Weinstein Co.","R","Action",0.625397569230769,2010,"Other",234,"Aug-22"
"537",2016-12-25,"Live by Night",6.5e+07,10378555,21778555,"Warner Bros.","R","Drama",0.335054692307692,2010,"Warner Bros.",360,"Dec-25"
"538",2000-10-27,"Lucky Numbers",6.5e+07,10014234,10014234,"Paramount Pictures","R","Comedy",0.154065138461538,2000,"Paramount Pictures",301,"Oct-27"
"539",2005-09-23,"Oliver Twist",6.5e+07,2070920,26670920,"Sony/TriStar","PG-13","Drama",0.410321846153846,2000,"Other",266,"Sep-23"
"540",2015-09-04,"Tian jiang xiong shi",6.5e+07,74070,122519874,"Lionsgate","R","Action",1.88492113846154,2010,"Lionsgate",247,"Sep-4"
"541",2006-07-14,"Little Man",6.4e+07,58636047,101636047,"Sony Pictures","PG-13","Comedy",1.588063234375,2000,"Sony Pictures",195,"Jul-14"
"542",1999-10-08,"Random Hearts",6.4e+07,31054924,63200000,"Sony Pictures","R","Drama",0.9875,1990,"Sony Pictures",281,"Oct-8"
"543",2006-12-27,"Perfume: The Story of a Murderer",63700000,2223293,133603463,"Paramount Pictures","R","Drama",2.0973856043956,2000,"Paramount Pictures",361,"Dec-27"
"544",1993-06-11,"Jurassic Park",6.3e+07,395708305,1038812584,"Universal","PG-13","Action",16.4890886349206,1990,"Universal",162,"Jun-11"
"545",2002-07-25,"Austin Powers in Goldmember",6.3e+07,213117789,296338663,"New Line","PG-13","Comedy",4.7037883015873,2000,"Other",206,"Jul-25"
"546",2011-04-01,"Hop",6.3e+07,108085305,188657593,"Universal","PG","Adventure",2.99456496825397,2010,"Universal",91,"Apr-1"
"547",1994-08-03,"Clear and Present Danger",6.2e+07,122012656,207500000,"Paramount Pictures","PG-13","Action",3.34677419354839,1990,"Paramount Pictures",215,"Aug-3"
"548",2000-04-21,"U-571",6.2e+07,77086030,127630030,"Universal","PG-13","Action",2.05854887096774,2000,"Universal",112,"Apr-21"
"549",2008-06-20,"The Love Guru",6.2e+07,32235793,40159017,"Paramount Pictures","PG-13","Comedy",0.647726080645161,2000,"Paramount Pictures",172,"Jun-20"
"550",2001-02-23,"3000 Miles to Graceland",6.2e+07,15738632,18708848,"Warner Bros.","R","Drama",0.301755612903226,2000,"Warner Bros.",54,"Feb-23"
"551",2007-03-30,"Blades of Glory",6.1e+07,118594548,145594548,"Paramount Pictures","PG-13","Comedy",2.38679586885246,2000,"Paramount Pictures",89,"Mar-30"
"552",2013-08-02,"2 Guns",6.1e+07,75612460,132493015,"Universal","R","Action",2.17201663934426,2010,"Universal",214,"Aug-2"
"553",2004-12-22,"Meet the Fockers",6e+07,279167575,516567575,"Universal","PG-13","Comedy",8.60945958333333,2000,"Universal",357,"Dec-22"
"554",2014-02-07,"The Lego Movie",6e+07,257784718,457729388,"Warner Bros.","PG","Adventure",7.62882313333333,2010,"Warner Bros.",38,"Feb-7"
"555",2007-03-02,"Wild Hogs",6e+07,168213584,253555383,"Walt Disney","PG-13","Comedy",4.22592305,2000,"Walt Disney",61,"Mar-2"
"556",2008-12-25,"Marley & Me",6e+07,143153751,247812011,"20th Century Fox","PG","Comedy",4.13020018333333,2000,"20th Century Fox",360,"Dec-25"
"557",1999-12-10,"The Green Mile",6e+07,136801374,290701374,"Warner Bros.","R","Drama",4.8450229,1990,"Warner Bros.",344,"Dec-10"
"558",2005-11-04,"Chicken Little",6e+07,135386665,310043823,"Walt Disney","G","Adventure",5.16739705,2000,"Walt Disney",308,"Nov-4"
"559",1998-06-05,"The Truman Show",6e+07,125618201,264118201,"Paramount Pictures","PG","Drama",4.40197001666667,1990,"Paramount Pictures",156,"Jun-5"
"560",2016-09-09,"Sully",6e+07,125070033,238552082,"Warner Bros.","PG-13","Drama",3.97586803333333,2010,"Warner Bros.",253,"Sep-9"
"561",2009-10-09,"Couples Retreat",6e+07,109205660,172450423,"Universal","PG-13","Comedy",2.87417371666667,2000,"Universal",282,"Oct-9"
"562",1995-11-17,"Goldeneye",6e+07,106429941,356429941,"MGM","PG-13","Action",5.94049901666667,1990,"Other",321,"Nov-17"
"563",2003-05-30,"The Italian Job",6e+07,106126012,176262839,"Paramount Pictures","PG-13","Adventure",2.93771398333333,2000,"Paramount Pictures",150,"May-30"
"564",2003-05-09,"Daddy Day Care",6e+07,104148781,164285587,"Sony Pictures","PG","Comedy",2.73809311666667,2000,"Sony Pictures",129,"May-9"
"565",1999-06-18,"The General's Daughter",6e+07,102705852,149705852,"Paramount Pictures","R","Drama",2.49509753333333,1990,"Paramount Pictures",169,"Jun-18"
"566",1998-12-18,"The Prince of Egypt",6e+07,101413188,218613188,"Dreamworks SKG","PG","Adventure",3.64355313333333,1990,"Other",352,"Dec-18"
"567",2004-08-06,"Collateral",6e+07,100170152,217670152,"Dreamworks SKG","R","Action",3.62783586666667,2000,"Other",219,"Aug-6"
"568",2001-07-04,"Cats & Dogs",6e+07,93375151,200700000,"Warner Bros.","PG","Comedy",3.345,2000,"Warner Bros.",185,"Jul-4"
"569",1998-10-02,"Antz",6e+07,90757863,152457863,"Dreamworks SKG","PG","Adventure",2.54096438333333,1990,"Other",275,"Oct-2"
"570",2002-04-19,"The Scorpion King",6e+07,90580000,165890634,"Universal","PG-13","Action",2.7648439,2000,"Universal",109,"Apr-19"
"571",2010-10-15,"Red",6e+07,90380162,196439693,"Summit Entertainment","PG-13","Action",3.27399488333333,2010,"Other",288,"Oct-15"
"572",2004-03-05,"Starsky & Hutch",6e+07,88200225,170200225,"Warner Bros.","PG-13","Comedy",2.83667041666667,2000,"Warner Bros.",65,"Mar-5"
"573",1990-06-27,"Days of Thunder",6e+07,82670733,157670733,"Paramount Pictures","PG-13","Action",2.62784555,1990,"Paramount Pictures",178,"Jun-27"
"574",2005-12-21,"Cheaper by the Dozen 2",6e+07,82571173,135015330,"20th Century Fox","PG","Adventure",2.2502555,2000,"20th Century Fox",355,"Dec-21"
"575",2010-08-13,"Eat Pray Love",6e+07,80574010,206598789,"Sony Pictures","PG-13","Drama",3.44331315,2010,"Sony Pictures",225,"Aug-13"
"576",2012-12-21,"Jack Reacher",6e+07,80070736,217370736,"Paramount Pictures","PG-13","Drama",3.6228456,2010,"Paramount Pictures",356,"Dec-21"
"577",2000-12-22,"The Family Man",6e+07,75764085,124715863,"Universal","PG-13","Comedy",2.07859771666667,2000,"Universal",357,"Dec-22"
"578",1999-12-22,"Any Given Sunday",6e+07,75530832,100230832,"Warner Bros.","R","Drama",1.67051386666667,1990,"Warner Bros.",356,"Dec-22"
"579",1998-05-15,"The Horse Whisperer",6e+07,75383563,186883563,"Walt Disney","PG-13","Drama",3.11472605,1990,"Walt Disney",135,"May-15"
"580",2009-02-06,"Coraline",6e+07,75286229,126037057,"Focus Features","PG","Adventure",2.10061761666667,2000,"Other",37,"Feb-6"
"581",2004-10-01,"Ladder 49",6e+07,74541707,102332848,"Walt Disney","PG-13","Action",1.70554746666667,2000,"Walt Disney",275,"Oct-1"
"582",1999-07-28,"Deep Blue Sea",6e+07,73648228,165048228,"Warner Bros.","R","Action",2.7508038,1990,"Warner Bros.",209,"Jul-28"
"583",2003-01-17,"Kangaroo Jack",6e+07,66723216,90723216,"Warner Bros.","PG","Adventure",1.5120536,2000,"Warner Bros.",17,"Jan-17"
"584",2016-03-04,"London Has Fallen",6e+07,62524260,194094168,"Focus Features","R","Action",3.2349028,2010,"Other",64,"Mar-4"
"585",2006-03-10,"The Shaggy Dog",6e+07,61123569,87123569,"Walt Disney","PG","Comedy",1.45205948333333,2000,"Walt Disney",69,"Mar-10"
"586",1996-11-22,"Jingle All the Way",6e+07,60592389,129832389,"20th Century Fox","PG","Adventure",2.16387315,1990,"20th Century Fox",327,"Nov-22"
"587",2004-04-02,"Hellboy",6e+07,59623958,99823958,"Sony Pictures","PG-13","Action",1.66373263333333,2000,"Sony Pictures",93,"Apr-2"
"588",2016-10-21,"Jack Reacher: Never Go Back",6e+07,58697076,160038407,"Paramount Pictures","PG-13","Action",2.66730678333333,2010,"Paramount Pictures",295,"Oct-21"
"589",2017-05-25,"Baywatch",6e+07,58060186,176023296,"Paramount Pictures","R","Comedy",2.9337216,2010,"Paramount Pictures",145,"May-25"
"590",1998-12-25,"A Civil Action",6e+07,56709981,56709981,"Walt Disney","PG-13","Drama",0.94516635,1990,"Walt Disney",359,"Dec-25"
"591",2015-12-25,"Joy",6e+07,56451232,101134059,"20th Century Fox","PG-13","Drama",1.68556765,2010,"20th Century Fox",359,"Dec-25"
"592",2012-08-17,"ParaNorman",6e+07,56003051,108119662,"Focus Features","PG","Adventure",1.80199436666667,2010,"Other",230,"Aug-17"
"593",1996-03-01,"Up Close & Personal",6e+07,51045801,100645801,"Walt Disney","PG-13","Drama",1.67743001666667,1990,"Walt Disney",61,"Mar-1"
"594",2008-12-19,"The Tale of Despereaux",6e+07,50877145,90482317,"Universal","G","Adventure",1.50803861666667,2000,"Universal",354,"Dec-19"
"595",2014-09-26,"The Boxtrolls",6e+07,50837305,111946251,"Focus Features","PG","Adventure",1.86577085,2010,"Other",269,"Sep-26"
"596",2002-09-27,"The Tuxedo",6e+07,50586000,104429625,"Dreamworks SKG","PG-13","Action",1.74049375,2000,"Other",270,"Sep-27"
"597",2014-01-17,"Jack Ryan: Shadow Recruit",6e+07,50577412,131377412,"Paramount Pictures","PG-13","Action",2.18962353333333,2010,"Paramount Pictures",17,"Jan-17"
"598",1995-07-14,"Under Siege 2: Dark Territory",6e+07,50024083,104324083,"Warner Bros.","R","Action",1.73873471666667,1990,"Warner Bros.",195,"Jul-14"
"599",1997-11-26,"Alien: Resurrection",6e+07,47795018,160700000,"20th Century Fox","R","Action",2.67833333333333,1990,"20th Century Fox",330,"Nov-26"
"600",1998-10-16,"Practical Magic",6e+07,46850558,68336997,"Warner Bros.","PG-13","Comedy",1.13894995,1990,"Warner Bros.",289,"Oct-16"
"601",2013-01-11,"Gangster Squad",6e+07,46000903,104100903,"Warner Bros.","R","Drama",1.73501505,2010,"Warner Bros.",11,"Jan-11"
"602",2017-04-07,"Smurfs: The Lost Village",6e+07,45020282,197422438,"Sony Pictures","PG","Adventure",3.29037396666667,2010,"Sony Pictures",97,"Apr-7"
"603",2009-06-19,"Year One",6e+07,43337279,57604723,"Sony Pictures","PG-13","Comedy",0.960078716666667,2000,"Sony Pictures",170,"Jun-19"
"604",2010-01-29,"Edge of Darkness",6e+07,43313890,82812456,"Warner Bros.","R","Drama",1.3802076,2010,"Warner Bros.",29,"Jan-29"
"605",2002-12-13,"Star Trek: Nemesis",6e+07,43254409,67312826,"Paramount Pictures","PG-13","Adventure",1.12188043333333,2000,"Paramount Pictures",347,"Dec-13"
"606",2002-02-19,"Reign of Fire",6e+07,43061982,82150183,"Walt Disney","PG-13","Action",1.36916971666667,2000,"Walt Disney",50,"Feb-19"
"607",2009-11-20,"Planet 51",6e+07,42194060,108996113,"Sony Pictures","PG","Adventure",1.81660188333333,2000,"Sony Pictures",324,"Nov-20"
"608",2009-12-11,"Invictus",6e+07,37491364,124514011,"Warner Bros.","PG-13","Drama",2.07523351666667,2000,"Warner Bros.",345,"Dec-11"
"609",1999-02-12,"My Favorite Martian",6e+07,36850101,36850101,"Walt Disney","PG","Comedy",0.61416835,1990,"Walt Disney",43,"Feb-12"
"610",2012-09-21,"Trouble with the Curve",6e+07,35763137,47818913,"Warner Bros.","PG-13","Drama",0.796981883333333,2010,"Warner Bros.",265,"Sep-21"
"611",1997-01-10,"The Relic",6e+07,33956608,33956608,"Paramount Pictures","R","Horror",0.565943466666667,1990,"Paramount Pictures",10,"Jan-10"
"612",2000-09-15,"Almost Famous",6e+07,32522352,47371191,"Dreamworks SKG","R","Comedy",0.78951985,2000,"Other",259,"Sep-15"
"613",2002-12-06,"Analyze That",6e+07,32122249,54994757,"Warner Bros.","R","Comedy",0.916579283333333,2000,"Warner Bros.",340,"Dec-6"
"614",2009-04-24,"The Soloist",6e+07,31853584,38522450,"Paramount Pictures","PG-13","Drama",0.642040833333333,2000,"Paramount Pictures",114,"Apr-24"
"615",2000-11-03,"The Legend of Bagger Vance",6e+07,30695227,39235486,"Dreamworks SKG","PG-13","Drama",0.653924766666667,2000,"Other",308,"Nov-3"
"616",2002-02-22,"Dragonfly",6e+07,30063805,30063805,"Universal","PG-13","Drama",0.501063416666667,2000,"Universal",53,"Feb-22"
"617",2018-10-12,"First Man",6e+07,30000050,55500050,"Universal","PG-13","Drama",0.925000833333333,2010,"Universal",285,"Oct-12"
"618",2006-06-16,"Garfield: A Tail of Two Kitties",6e+07,28426747,147985373,"20th Century Fox","PG","Adventure",2.46642288333333,2000,"20th Century Fox",167,"Jun-16"
"619",2005-04-29,"XXX: State of the Union",6e+07,26873932,71073932,"Sony Pictures","PG-13","Action",1.18456553333333,2000,"Sony Pictures",119,"Apr-29"
"620",1997-08-15,"Event Horizon",6e+07,26673242,26673242,"Paramount Pictures","R","Horror",0.444554033333333,1990,"Paramount Pictures",227,"Aug-15"
"621",2003-07-02,"Sinbad: Legend of the Seven Seas",6e+07,26483452,80767884,"Dreamworks SKG","PG","Adventure",1.3461314,2000,"Other",183,"Jul-2"
"622",1999-03-26,"EDtv",6e+07,22508689,35319689,"Universal","PG-13","Comedy",0.588661483333333,1990,"Universal",85,"Mar-26"
"623",2008-12-25,"The Spirit",6e+07,19806188,39006188,"Lionsgate","PG-13","Action",0.650103133333333,2000,"Lionsgate",360,"Dec-25"
"624",2001-10-19,"The Last Castle",6e+07,18208078,20541668,"Dreamworks SKG","R","Drama",0.342361133333333,2000,"Other",292,"Oct-19"
"625",2009-01-23,"Inkheart",6e+07,17303424,66655938,"Warner Bros.","PG","Adventure",1.1109323,2000,"Warner Bros.",23,"Jan-23"
"626",2000-01-14,"Supernova",6e+07,14218868,14816494,"MGM","PG-13","Action",0.246941566666667,2000,"Other",14,"Jan-14"
"627",2006-09-22,"Flyboys",6e+07,13090630,14816379,"MGM","PG-13","Drama",0.24693965,2000,"Other",265,"Sep-22"
"628",2014-02-14,"Winter's Tale",6e+07,12600231,22468620,"Warner Bros.","PG-13","Drama",0.374477,2010,"Warner Bros.",45,"Feb-14"
"629",1998-10-09,"Holy Man",6e+07,12069719,12069719,"Walt Disney","PG","Comedy",0.201161983333333,1990,"Walt Disney",282,"Oct-9"
"630",2008-07-11,"Meet Dave",6e+07,11803254,50648806,"20th Century Fox","PG","Adventure",0.844146766666667,2000,"20th Century Fox",193,"Jul-11"
"631",2005-08-12,"The Great Raid",6e+07,10166502,10597070,"Miramax","R","Action",0.176617833333333,2000,"Other",224,"Aug-12"
"632",2017-02-24,"Rock Dog",6e+07,9420546,24152192,"Lionsgate","PG","Adventure",0.402536533333333,2010,"Lionsgate",55,"Feb-24"
"633",2015-01-23,"Mortdecai",6e+07,7696134,30396134,"Lionsgate","R","Adventure",0.506602233333333,2010,"Lionsgate",23,"Jan-23"
"634",2003-10-24,"Beyond Borders",6e+07,4426297,11427090,"Paramount Pictures","R","Drama",0.1904515,2000,"Paramount Pictures",297,"Oct-24"
"635",2018-03-23,"Sherlock Gnomes",5.9e+07,43242871,87750965,"Paramount Pictures","PG","Adventure",1.48730449152542,2010,"Paramount Pictures",82,"Mar-23"
"636",2016-02-12,"Deadpool",5.8e+07,363070709,801029249,"20th Century Fox","R","Action",13.8108491206897,2010,"20th Century Fox",43,"Feb-12"
"637",2014-12-25,"American Sniper",5.8e+07,350126372,547326372,"Warner Bros.","R","Drama",9.4366615862069,2010,"Warner Bros.",359,"Dec-25"
"638",2015-10-16,"Goosebumps",5.8e+07,80069458,158905324,"Sony Pictures","PG","Horror",2.73974696551724,2010,"Sony Pictures",289,"Oct-16"
"639",1988-05-25,"Rambo III",5.8e+07,53715611,188715611,"Sony/TriStar","R","Action",3.25371743103448,1980,"Other",146,"May-25"
"640",2012-01-20,"Red Tails",5.8e+07,49876377,50365498,"20th Century Fox","PG-13","Action",0.868370655172414,2010,"20th Century Fox",20,"Jan-20"
"641",2013-06-07,"The Internship",5.8e+07,44672764,93672764,"20th Century Fox","PG-13","Comedy",1.61504765517241,2010,"20th Century Fox",158,"Jun-7"
"642",2000-04-28,"The Flintstones in Viva Rock Vegas",5.8e+07,35231365,59431365,"Universal","PG","Adventure",1.02467870689655,2000,"Universal",119,"Apr-28"
"643",2008-05-30,"Sex and the City",57500000,152647258,415247258,"Warner Bros.","R","Comedy",7.22169144347826,2000,"Warner Bros.",151,"May-30"
"644",2010-09-10,"Resident Evil: Afterlife",57500000,60128566,295874190,"Sony Pictures","R","Horror",5.14563808695652,2010,"Sony Pictures",253,"Sep-10"
"645",2012-06-15,"That's My Boy",57500000,36931089,58085235,"Sony Pictures","R","Comedy",1.010178,2010,"Sony Pictures",167,"Jun-15"
"646",1997-10-17,"Devil's Advocate",5.7e+07,61007424,153007424,"Warner Bros.","R","Drama",2.68434077192982,1990,"Warner Bros.",290,"Oct-17"
"647",2012-02-17,"Ghost Rider: Spirit of Vengeance",5.7e+07,51774002,149217355,"Sony Pictures","PG-13","Action",2.61784833333333,2010,"Sony Pictures",48,"Feb-17"
"648",1996-05-31,"Dragonheart",5.7e+07,51364680,104364680,"Universal","PG-13","Adventure",1.83095929824561,1990,"Universal",152,"May-31"
"649",2004-11-12,"After the Sunset",5.7e+07,28328132,38329114,"New Line","PG-13","Action",0.672440596491228,2000,"Other",317,"Nov-12"
"650",2001-08-17,"Captain Corelli's Mandolin",5.7e+07,25528495,62097495,"Miramax","R","Drama",1.08942973684211,2000,"Other",229,"Aug-17"
"651",2003-04-11,"Anger Management",5.6e+07,135560942,195660942,"Sony Pictures","PG-13","Comedy",3.49394539285714,2000,"Sony Pictures",101,"Apr-11"
"652",2005-03-04,"The Pacifier",5.6e+07,113006880,198006880,"Walt Disney","PG","Comedy",3.53583714285714,2000,"Walt Disney",63,"Mar-4"
"653",2004-04-02,"Walking Tall",5.6e+07,46213824,47313824,"MGM","PG-13","Action",0.844889714285714,2000,"Other",93,"Apr-2"
"654",1994-07-06,"Forrest Gump",5.5e+07,330151138,679850637,"Paramount Pictures","PG-13","Drama",12.3609206727273,1990,"Paramount Pictures",187,"Jul-6"
"655",2007-12-14,"Alvin and the Chipmunks",5.5e+07,217326974,362605033,"20th Century Fox","PG","Adventure",6.59281878181818,2000,"20th Century Fox",348,"Dec-14"
"656",2000-10-06,"Meet the Parents",5.5e+07,166225040,330425040,"Universal","PG-13","Comedy",6.007728,2000,"Universal",280,"Oct-6"
"657",2006-12-15,"The Pursuit of Happyness",5.5e+07,162586036,307311093,"Sony Pictures","PG-13","Drama",5.58747441818182,2000,"Sony Pictures",349,"Dec-15"
"658",1995-06-10,"Pocahontas",5.5e+07,141579773,347100000,"Walt Disney","G","Adventure",6.31090909090909,1990,"Walt Disney",161,"Jun-10"
"659",1978-12-15,"Superman",5.5e+07,134218018,300200000,"Warner Bros.","PG","Adventure",5.45818181818182,1970,"Warner Bros.",349,"Dec-15"
"660",1996-06-28,"The Nutty Professor",5.5e+07,128814019,273814019,"Universal","PG-13","Comedy",4.97843670909091,1990,"Universal",180,"Jun-28"
"661",2017-02-10,"Fifty Shades Darker",5.5e+07,114434010,381437482,"Universal","R","Drama",6.93522694545455,2010,"Universal",41,"Feb-10"
"662",2013-10-11,"Captain Phillips",5.5e+07,107136417,220648184,"Sony Pictures","PG-13","Drama",4.01178516363636,2010,"Sony Pictures",284,"Oct-11"
"663",1997-07-16,"George Of The Jungle",5.5e+07,105263257,174463257,"Walt Disney","PG","Adventure",3.17205921818182,1990,"Walt Disney",197,"Jul-16"
"664",2003-08-01,"American Wedding",5.5e+07,104354205,126425115,"Universal","R","Comedy",2.29863845454545,2000,"Universal",213,"Aug-1"
