"","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre","profit_ratio","decade","distributor_top7","md","month_day"
"1854",2006-11-03,"Borat",1.8e+07,128505958,261443242,"20th Century Fox","R","Comedy",14.5246245555556,2000,"20th Century Fox",307,"Nov-3"
"1855",1994-07-29,"The Mask",1.8e+07,119920129,351620129,"New Line","PG-13","Comedy",19.5344516111111,1990,"Other",210,"Jul-29"
"1856",1988-06-03,"Big",1.8e+07,114968774,151668774,"20th Century Fox","PG","Comedy",8.426043,1980,"20th Century Fox",155,"Jun-3"
"1857",2001-07-13,"Legally Blonde",1.8e+07,96493426,141809235,"MGM","PG-13","Comedy",7.87829083333333,2000,"Other",194,"Jul-13"
"1858",2004-04-30,"Mean Girls",1.8e+07,86047227,130953026,"Paramount Pictures","PG-13","Comedy",7.27516811111111,2000,"Paramount Pictures",121,"Apr-30"
"1859",1984-06-01,"Star Trek III: The Search for Spock",1.8e+07,76471046,8.7e+07,"Paramount Pictures","PG","Adventure",4.83333333333333,1980,"Paramount Pictures",153,"Jun-1"
"1860",2005-09-09,"The Exorcism of Emily Rose",1.8e+07,75072454,144529078,"Sony Pictures","PG-13","Horror",8.02939322222222,2000,"Sony Pictures",252,"Sep-9"
"1861",1999-12-10,"Deuce Bigalow: Male Gigolo",1.8e+07,65535067,92935067,"Walt Disney","R","Comedy",5.16305927777778,1990,"Walt Disney",344,"Dec-10"
"1862",2004-01-01,"Barbershop 2: Back in Business",1.8e+07,65070412,65842412,"MGM","PG-13","Comedy",3.65791177777778,2000,"Other",1,"Jan-1"
"1863",2005-12-16,"The Family Stone",1.8e+07,60062868,92357499,"20th Century Fox","PG-13","Comedy",5.13097216666667,2000,"20th Century Fox",350,"Dec-16"
"1864",1987-06-12,"Predator",1.8e+07,59735548,98267558,"20th Century Fox","R","Action",5.45930877777778,1980,"20th Century Fox",163,"Jun-12"
"1865",2016-03-25,"My Big Fat Greek Wedding 2",1.8e+07,59689605,92057814,"Universal","PG-13","Comedy",5.114323,2010,"Universal",85,"Mar-25"
"1866",2011-03-25,"Diary of a Wimpy Kid: Rodrick Rules",1.8e+07,52698535,73695194,"20th Century Fox","PG","Adventure",4.09417744444444,2010,"20th Century Fox",84,"Mar-25"
"1867",1984-09-19,"Amadeus",1.8e+07,51973029,51973029,"Warner Bros.","R","Drama",2.8873905,1980,"Warner Bros.",263,"Sep-19"
"1868",2008-04-11,"Prom Night",1.8e+07,43869350,57193655,"Sony Pictures","PG-13","Horror",3.17742527777778,2000,"Sony Pictures",102,"Apr-11"
"1869",2011-04-08,"Soul Surfer",1.8e+07,43853424,47158652,"Sony Pictures","PG","Drama",2.61992511111111,2010,"Sony Pictures",98,"Apr-8"
"1870",2003-09-26,"Under the Tuscan Sun",1.8e+07,43601508,57490024,"Walt Disney","PG-13","Comedy",3.19389022222222,2000,"Walt Disney",269,"Sep-26"
"1871",1986-10-10,"Peggy Sue Got Married",1.8e+07,41382841,41382841,"Sony/TriStar","PG-13","Comedy",2.29904672222222,1980,"Other",283,"Oct-10"
"1872",2001-12-26,"Gosford Park",1.8e+07,41300105,41300105,"USA Films","R","Comedy",2.29445027777778,2000,"Other",360,"Dec-26"
"1873",2002-01-11,"Orange County",1.8e+07,41059716,43308707,"Paramount Pictures","PG-13","Comedy",2.40603927777778,2000,"Paramount Pictures",11,"Jan-11"
"1874",2013-07-26,"Blue Jasmine",1.8e+07,33404871,102912961,"Sony Pictures Classics","PG-13","Comedy",5.71738672222222,2010,"Other",207,"Jul-26"
"1875",2006-04-28,"United 93",1.8e+07,31567134,77635035,"Universal","R","Drama",4.3130575,2000,"Universal",118,"Apr-28"
"1876",2003-12-05,"Honey",1.8e+07,30272254,62646763,"Universal","PG-13","Drama",3.48037572222222,2000,"Universal",339,"Dec-5"
"1877",1996-05-24,"Spy Hard",1.8e+07,26936265,26936265,"Walt Disney","PG-13","Comedy",1.49645916666667,1990,"Walt Disney",145,"May-24"
"1878",2015-08-07,"Ricki and the Flash",1.8e+07,26839498,41166033,"Sony Pictures","PG-13","Drama",2.28700183333333,2010,"Sony Pictures",219,"Aug-7"
"1879",1989-12-13,"Glory",1.8e+07,26593580,26593580,"Sony Pictures","R","Action",1.47742111111111,1980,"Sony Pictures",347,"Dec-13"
"1880",1984-06-29,"Conan the Destroyer",1.8e+07,26400000,26400000,"Universal",NA,"Action",1.46666666666667,1980,"Universal",181,"Jun-29"
"1881",2015-11-13,"Love the Coopers",1.8e+07,26302731,42227490,"CBS Films","PG-13","Comedy",2.34597166666667,2010,"Other",317,"Nov-13"
"1882",1970-06-24,"Catch-22",1.8e+07,24911670,24911670,"Paramount Pictures",NA,"Comedy",1.38398166666667,1970,"Paramount Pictures",175,"Jun-24"
"1883",2009-04-10,"Observe and Report",1.8e+07,24007324,27148898,"Warner Bros.","R","Comedy",1.50827211111111,2000,"Warner Bros.",100,"Apr-10"
"1884",2009-09-18,"Love Happens",1.8e+07,22965110,36133014,"Universal","PG-13","Drama",2.00738966666667,2000,"Universal",261,"Sep-18"
"1885",1985-12-04,"Young Sherlock Holmes",1.8e+07,19739000,19739000,"Paramount Pictures","PG-13","Adventure",1.09661111111111,1980,"Paramount Pictures",338,"Dec-4"
"1886",2010-11-05,"127 Hours",1.8e+07,18335230,60217171,"Fox Searchlight","R","Drama",3.34539838888889,2010,"Other",309,"Nov-5"
"1887",2000-05-19,"Small Time Crooks",1.8e+07,17266359,29934477,"Dreamworks SKG","PG","Comedy",1.6630265,2000,"Other",140,"May-19"
"1888",2000-05-12,"Center Stage",1.8e+07,17200925,21361109,"Sony Pictures","PG-13","Drama",1.18672827777778,2000,"Sony Pictures",133,"May-12"
"1889",2016-01-15,"Norm of the North",1.8e+07,17062499,30535660,"Lionsgate","PG","Adventure",1.69642555555556,2010,"Lionsgate",15,"Jan-15"
"1890",2004-02-06,"Catch That Kid",1.8e+07,16703799,16959614,"20th Century Fox","PG","Adventure",0.942200777777778,2000,"20th Century Fox",37,"Feb-6"
"1891",2013-08-16,"Jobs",1.8e+07,16131410,43402515,"Open Road","PG-13","Drama",2.41125083333333,2010,"Other",228,"Aug-16"
"1892",2001-10-26,"Life as a House",1.8e+07,15652637,23889158,"New Line","R","Drama",1.32717544444444,2000,"Other",299,"Oct-26"
"1893",2010-01-08,"Youth in Revolt",1.8e+07,15285588,19685588,"Weinstein/Dimension","R","Comedy",1.09364377777778,2010,"Other",8,"Jan-8"
"1894",2014-07-25,"And So It Goes",1.8e+07,15160801,17868801,"Clarius Entertainment","PG-13","Comedy",0.992711166666667,2010,"Other",206,"Jul-25"
"1895",2009-07-10,"I Love You, Beth Cooper",1.8e+07,14800725,16382538,"20th Century Fox","PG-13","Comedy",0.910141,2000,"20th Century Fox",191,"Jul-10"
"1896",2014-01-31,"Labor Day",1.8e+07,13371528,14189810,"Paramount Pictures","PG-13","Drama",0.788322777777778,2010,"Paramount Pictures",31,"Jan-31"
"1897",1997-09-26,"The Ice Storm",1.8e+07,8038061,16011975,"Fox Searchlight","R","Drama",0.889554166666667,1990,"Other",269,"Sep-26"
"1898",2004-10-15,"Being Julia",1.8e+07,7739049,14488705,"Sony Pictures","R","Drama",0.804928055555556,2000,"Sony Pictures",289,"Oct-15"
"1899",1989-03-22,"Troop Beverly Hills",1.8e+07,7190505,7190505,"Sony Pictures",NA,"Comedy",0.3994725,1980,"Sony Pictures",81,"Mar-22"
"1900",1986-02-21,"Nine 1/2 Weeks",1.8e+07,6734844,6734844,"MGM",NA,"Drama",0.374158,1980,"Other",52,"Feb-21"
"1901",2010-01-15,"The Last Station",1.8e+07,6617867,15696146,"Sony Pictures Classics","R","Drama",0.872008111111111,2010,"Other",15,"Jan-15"
"1902",1981-06-26,"Dragonslayer",1.8e+07,6e+06,6e+06,"Paramount Pictures",NA,"Action",0.333333333333333,1980,"Paramount Pictures",177,"Jun-26"
"1903",1994-09-30,"Ed Wood",1.8e+07,5828466,5828466,"Walt Disney","R","Comedy",0.323803666666667,1990,"Walt Disney",273,"Sep-30"
"1904",2008-06-06,"Mongol",1.8e+07,5705761,27147349,"Picturehouse","R","Drama",1.50818605555556,2000,"Other",158,"Jun-6"
"1905",2008-10-08,"RocknRolla",1.8e+07,5700626,27794339,"Warner Bros.","R","Action",1.54412994444444,2000,"Warner Bros.",282,"Oct-8"
"1906",1982-06-25,"Megaforce",1.8e+07,5675599,5675599,"20th Century Fox",NA,"Action",0.315311055555556,1980,"20th Century Fox",176,"Jun-25"
"1907",2010-08-20,"Mao's Last Dancer",1.8e+07,4806750,25941437,"Samuel Goldwyn Films","PG","Drama",1.44119094444444,2010,"Other",232,"Aug-20"
"1908",2014-04-11,"The Railway Man",1.8e+07,4438438,23910210,"Weinstein Co.","R","Drama",1.328345,2010,"Other",101,"Apr-11"
"1909",1995-12-29,"Restoration",1.8e+07,4100000,4100000,"Miramax","R","Drama",0.227777777777778,1990,"Other",363,"Dec-29"
"1910",2016-03-18,"Midnight Special",1.8e+07,3712282,7680250,"Warner Bros.","PG-13","Drama",0.426680555555556,2010,"Warner Bros.",78,"Mar-18"
"1911",2016-11-25,"Miss Sloane",1.8e+07,3500605,7727952,"EuropaCorp","R","Drama",0.429330666666667,2010,"Other",330,"Nov-25"
"1912",2017-03-17,"T2: Trainspotting",1.8e+07,2402004,42091497,"Sony Pictures","R","Drama",2.3384165,2010,"Sony Pictures",76,"Mar-17"
"1913",1986-04-25,"8 Million Ways to Die",1.8e+07,1305114,1305114,"Sony Pictures",NA,"Action",0.0725063333333333,1980,"Sony Pictures",115,"Apr-25"
"1914",2006-09-22,"Renaissance",1.8e+07,70644,2401413,"Miramax","R","Action",0.133411833333333,2000,"Other",265,"Sep-22"
"1915",2016-04-15,"I Am Wrath",1.8e+07,0,309608,"Saban Films","R","Action",0.0172004444444444,2010,"Other",106,"Apr-15"
"1916",1985-06-28,"Red Sonja",17900000,6905861,6908640,"MGM","PG-13","Action",0.385957541899441,1980,"Other",179,"Jun-28"
"1917",2007-08-17,"Superbad",17500000,121463226,169955142,"Sony Pictures","R","Comedy",9.7117224,2000,"Sony Pictures",229,"Aug-17"
"1918",2009-02-20,"Madea Goes To Jail",17500000,90508336,90508336,"Lionsgate","PG-13","Comedy",5.17190491428571,2000,"Lionsgate",51,"Feb-20"
"1919",2008-02-14,"Step Up 2 the Streets",17500000,58017783,148586910,"Walt Disney","PG-13","Drama",8.49068057142857,2000,"Walt Disney",45,"Feb-14"
"1920",2006-01-13,"Hoodwinked",17500000,51386611,109843390,"Weinstein Co.","PG","Adventure",6.27676514285714,2000,"Other",13,"Jan-13"
"1921",2007-11-21,"Hitman",17500000,39687694,99135571,"20th Century Fox","R","Action",5.66488977142857,2000,"20th Century Fox",325,"Nov-21"
"1922",2004-12-22,"Hotel Rwanda",17500000,23519128,36521223,"MGM","PG-13","Drama",2.08692702857143,2000,"Other",357,"Dec-22"
"1923",2006-08-25,"Beerfest",17500000,19185184,20159316,"Warner Bros.","R","Comedy",1.15196091428571,2000,"Warner Bros.",237,"Aug-25"
"1924",2003-04-25,"City of Ghosts",17500000,325491,325491,"MGM","R","Drama",0.0185994857142857,2000,"Other",115,"Apr-25"
"1925",2018-04-06,"A Quiet Place",1.7e+07,188024361,334524361,"Paramount Pictures","PG-13","Horror",19.6779035882353,2010,"Paramount Pictures",96,"Apr-6"
"1926",2001-08-10,"The Others",1.7e+07,96522687,207765056,"Miramax","PG-13","Horror",12.2214738823529,2000,"Other",222,"Aug-10"
"1927",1986-07-18,"Aliens",1.7e+07,85160248,183316455,"20th Century Fox","R","Action",10.7833208823529,1980,"20th Century Fox",199,"Jul-18"
"1928",2014-08-13,"Let’s Be Cops",1.7e+07,82390774,136890774,"20th Century Fox","R","Comedy",8.05239847058824,2010,"20th Century Fox",225,"Aug-13"
"1929",1997-10-17,"I Know What You Did Last Summer",1.7e+07,72250091,125250091,"Sony Pictures","R","Horror",7.36765241176471,1990,"Sony Pictures",290,"Oct-17"
"1930",2004-10-22,"Sideways",1.7e+07,71502303,109793192,"Fox Searchlight","R","Drama",6.45842305882353,2000,"Other",296,"Oct-22"
"1931",2013-11-15,"The Best Man Holiday",1.7e+07,70525195,72835710,"Universal","R","Comedy",4.28445352941176,2010,"Universal",319,"Nov-15"
"1932",2012-09-28,"Pitch Perfect",1.7e+07,65001093,116044347,"Universal","PG-13","Comedy",6.82613805882353,2010,"Universal",272,"Sep-28"
"1933",1998-08-05,"Halloween: H2O",1.7e+07,55041738,55041738,"Miramax","R","Horror",3.23774929411765,1990,"Other",217,"Aug-5"
"1934",2013-04-05,"Evil Dead",1.7e+07,54239856,97778356,"Sony Pictures","R","Horror",5.751668,2010,"Sony Pictures",95,"Apr-5"
"1935",2004-08-27,"Jet Li's Hero",1.7e+07,53652140,177535958,"Miramax","PG-13","Action",10.4432916470588,2000,"Other",240,"Aug-27"
"1936",2010-10-29,"Saw 3D",1.7e+07,45710178,133735284,"Lionsgate","R","Horror",7.86678141176471,2010,"Lionsgate",302,"Oct-29"
"1937",2015-02-20,"McFarland, USA",1.7e+07,44480275,45707924,"Walt Disney","PG","Drama",2.68870141176471,2010,"Walt Disney",51,"Feb-20"
"1938",2016-11-11,"Almost Christmas",1.7e+07,42065185,42493506,"Universal","PG-13","Drama",2.499618,2010,"Universal",316,"Nov-11"
"1939",2006-03-10,"The Hills Have Eyes",1.7e+07,41778863,70355813,"Fox Searchlight","R","Horror",4.13857723529412,2000,"Other",69,"Mar-10"
"1940",2003-10-10,"Good Boy!",1.7e+07,37667746,45312217,"MGM","PG","Adventure",2.66542452941176,2000,"Other",283,"Oct-10"
"1941",2007-01-26,"Smokin' Aces",1.7e+07,35662731,57263440,"Universal","R","Comedy",3.36843764705882,2000,"Universal",26,"Jan-26"
"1942",1998-10-02,"A Night at the Roxbury",1.7e+07,30331165,30331165,"Paramount Pictures","PG-13","Comedy",1.78418617647059,1990,"Paramount Pictures",275,"Oct-2"
"1943",2011-03-04,"Beastly",1.7e+07,27865571,38028230,"CBS Films","PG-13","Drama",2.23695470588235,2010,"Other",63,"Mar-4"
"1944",1982-07-09,"Tron",1.7e+07,26918576,26918576,"Walt Disney",NA,"Action",1.58344564705882,1980,"Walt Disney",190,"Jul-9"
"1945",2010-08-20,"Lottery Ticket",1.7e+07,24719879,24719879,"Warner Bros.","PG-13","Comedy",1.45411052941176,2010,"Warner Bros.",232,"Aug-20"
"1946",2003-09-05,"Dickie Roberts: Former Child Star",1.7e+07,22734486,23734486,"Paramount Pictures","PG-13","Comedy",1.39614623529412,2000,"Paramount Pictures",248,"Sep-5"
"1947",2006-03-31,"ATL",1.7e+07,21170563,21170563,"Warner Bros.","PG-13","Comedy",1.24532723529412,2000,"Warner Bros.",90,"Mar-31"
"1948",2001-08-24,"Summer Catch",1.7e+07,19693891,19693891,"Warner Bros.","PG-13","Comedy",1.15846417647059,2000,"Warner Bros.",236,"Aug-24"
"1949",1998-12-11,"A Simple Plan",1.7e+07,16316273,16316273,"Paramount Pictures","R","Drama",0.959780764705882,1990,"Paramount Pictures",345,"Dec-11"
"1950",2002-11-27,"Wes Craven Presents: They",1.7e+07,12840842,16140842,"Miramax/Dimension","PG-13","Horror",0.949461294117647,2000,"Other",331,"Nov-27"
"1951",1987-07-24,"Superman IV: The Quest for Peace",1.7e+07,11227824,11227824,"Warner Bros.","PG","Action",0.660460235294118,1980,"Warner Bros.",205,"Jul-24"
"1952",2008-01-25,"How She Move",1.7e+07,7070641,8607815,"Paramount Vantage","PG-13","Drama",0.506342058823529,2000,"Other",25,"Jan-25"
"1953",2006-02-24,"Running Scared",1.7e+07,6855137,9729088,"New Line","R","Action",0.572299294117647,2000,"Other",55,"Feb-24"
"1954",2012-08-24,"The Apparition",1.7e+07,4936819,10637281,"Warner Bros.","PG-13","Horror",0.625722411764706,2010,"Warner Bros.",237,"Aug-24"
"1955",2004-04-30,"Bobby Jones: Stroke of Genius",1.7e+07,2694071,2694071,"Film Foundry","PG","Drama",0.158474764705882,2000,"Other",121,"Apr-30"
"1956",2010-12-25,"L'illusionniste",1.7e+07,2231474,8609949,"Sony Pictures Classics","PG","Adventure",0.506467588235294,2010,"Other",359,"Dec-25"
"1957",1981-01-01,"Roar",1.7e+07,2110050,2110050,NA,"PG","Adventure",0.124120588235294,1980,"Other",1,"Jan-1"
"1958",2003-10-17,"Veronica Guerin",1.7e+07,1569918,9438074,"Walt Disney","R","Drama",0.555180823529412,2000,"Walt Disney",290,"Oct-17"
"1959",2016-06-10,"Genius",1.7e+07,1361045,6942889,"Roadside Attractions","PG-13","Drama",0.408405235294118,2010,"Other",162,"Jun-10"
"1960",2015-06-26,"Escobar: Paradise Lost",1.7e+07,195792,3917679,"RADiUS-TWC","R","Drama",0.230451705882353,2010,"Other",177,"Jun-26"
"1961",2016-03-11,"The Young Messiah",16800000,6469813,7313697,"Focus Features","PG-13","Drama",0.435339107142857,2010,"Other",71,"Mar-11"
"1962",1991-11-27,"My Girl",16500000,58011485,58011485,"Sony Pictures","PG-13","Comedy",3.51584757575758,1990,"Sony Pictures",331,"Nov-27"
"1963",1987-12-11,"Wall Street",16500000,43848100,43848100,"20th Century Fox","R","Drama",2.65746060606061,1980,"20th Century Fox",345,"Dec-11"
"1964",1995-12-11,"Sense and Sensibility",16500000,42993774,134993774,"Sony Pictures","PG","Drama",8.18144084848485,1990,"Sony Pictures",345,"Dec-11"
"1965",2006-08-18,"The Illusionist",16500000,39868642,83792062,"Yari Film Group Rel…","PG-13","Drama",5.07830678787879,2000,"Other",230,"Aug-18"
"1966",2003-12-19,"House of Sand and Fog",16500000,13005485,16157923,"Dreamworks SKG","R","Drama",0.979268060606061,2000,"Other",353,"Dec-19"
"1967",2007-09-21,"Sydney White",16500000,11892415,13636339,"Universal","PG-13","Comedy",0.826444787878788,2000,"Universal",264,"Sep-21"
"1968",1989-06-02,"Dead Poets Society",16400000,95860116,239500000,"Walt Disney","PG","Drama",14.6036585365854,1980,"Walt Disney",153,"Jun-2"
"1969",1994-12-16,"Dumb & Dumber",1.6e+07,127175374,246400000,"New Line","PG-13","Comedy",15.4,1990,"Other",350,"Dec-16"
"1970",2000-05-19,"Road Trip",1.6e+07,68525609,119739110,"Dreamworks SKG","R","Comedy",7.483694375,2000,"Other",140,"May-19"
"1971",1982-12-08,"The Verdict",1.6e+07,53977250,53977250,"20th Century Fox","R","Drama",3.373578125,1980,"20th Century Fox",342,"Dec-8"
"1972",1999-01-15,"Varsity Blues",1.6e+07,52894169,54294169,"Paramount Pictures","R","Drama",3.3933855625,1990,"Paramount Pictures",15,"Jan-15"
"1973",2012-05-25,"Moonrise Kingdom",1.6e+07,45512466,68848446,"Focus Features","PG-13","Drama",4.303027875,2010,"Other",146,"May-25"
"1974",2011-11-25,"The Artist",1.6e+07,44667095,128256712,"Weinstein Co.","PG-13","Drama",8.0160445,2010,"Other",329,"Nov-25"
"1975",2002-08-02,"The Master of Disguise",1.6e+07,40363530,40363530,"Sony Pictures","PG","Adventure",2.522720625,2000,"Sony Pictures",214,"Aug-2"
"1976",2006-12-29,"El Laberinto del Fauno",1.6e+07,37634615,87041569,"Picturehouse","R","Horror",5.4400980625,2000,"Other",363,"Dec-29"
"1977",2007-02-02,"The Messengers",1.6e+07,35374833,53774833,"Sony Pictures","PG-13","Horror",3.3609270625,2000,"Sony Pictures",33,"Feb-2"
"1978",2001-03-02,"See Spot Run",1.6e+07,33357476,43057552,"Warner Bros.","PG","Adventure",2.691097,2000,"Warner Bros.",61,"Mar-2"
"1979",1991-08-09,"Double Impact",1.6e+07,29090445,29090445,"Sony Pictures","R","Action",1.8181528125,1990,"Sony Pictures",221,"Aug-9"
"1980",2001-06-27,"Baby Boy",1.6e+07,28734552,28734552,"Sony Pictures","R","Drama",1.7959095,2000,"Sony Pictures",178,"Jun-27"
"1981",2001-04-11,"Joe Dirt",1.6e+07,27087695,30987695,"Sony Pictures","PG-13","Comedy",1.9367309375,2000,"Sony Pictures",101,"Apr-11"
"1982",2008-09-12,"The Women",1.6e+07,26902075,50103808,"Picturehouse","PG-13","Comedy",3.131488,2000,"Other",256,"Sep-12"
"1983",2007-04-20,"Hot Fuzz",1.6e+07,23618786,81742618,"Focus Features","R","Comedy",5.108913625,2000,"Other",110,"Apr-20"
"1984",2008-08-15,"Vicky Cristina Barcelona",1.6e+07,23216709,104504817,"MGM","PG-13","Comedy",6.5315510625,2000,"Other",228,"Aug-15"
"1985",2018-06-13,"Superfly",1.6e+07,20537137,20723581,"Sony Pictures","R","Action",1.2952238125,2010,"Sony Pictures",164,"Jun-13"
"1986",2010-03-12,"Remember Me",1.6e+07,19068240,56506120,"Summit Entertainment","PG-13","Drama",3.5316325,2010,"Other",71,"Mar-12"
"1987",2002-10-11,"White Oleander",1.6e+07,16357770,21657770,"Warner Bros.","PG-13","Drama",1.353610625,2000,"Warner Bros.",284,"Oct-11"
"1988",2000-03-03,"Drowning Mona",1.6e+07,15427192,15980376,"Destination Films","PG-13","Comedy",0.9987735,2000,"Other",63,"Mar-3"
"1989",1987-01-30,"Radio Days",1.6e+07,14792779,14792779,"Orion Pictures",NA,"Comedy",0.9245486875,1980,"Other",30,"Jan-30"
"1990",2003-07-18,"How to Deal",1.6e+07,14108518,14108518,"New Line","PG-13","Drama",0.881782375,2000,"Other",199,"Jul-18"
"1991",2004-05-28,"Soul Plane",1.6e+07,13922211,14553807,"MGM","R","Comedy",0.9096129375,2000,"Other",149,"May-28"
"1992",1988-12-09,"My Stepmother Is an Alien",1.6e+07,13854000,13854000,"Sony Pictures","PG-13","Comedy",0.865875,1980,"Sony Pictures",344,"Dec-9"
"1993",2012-06-29,"People Like Us",1.6e+07,12431792,12617472,"Walt Disney","PG-13","Drama",0.788592,2010,"Walt Disney",181,"Jun-29"
"1994",2004-09-03,"The Cookout",1.6e+07,11540112,11540112,"Lionsgate","PG-13","Comedy",0.721257,2000,"Lionsgate",247,"Sep-3"
"1995",1979-10-19,"Meteor",1.6e+07,8400000,8400000,"American Internatio…",NA,"Action",0.525,1970,"Other",292,"Oct-19"
"1996",1986-03-07,"Highlander",1.6e+07,5900000,12900000,"20th Century Fox","R","Action",0.80625,1980,"20th Century Fox",66,"Mar-7"
"1997",2016-11-18,"Bleed for This",1.6e+07,5083906,6603926,"Open Road","R","Drama",0.412745375,2010,"Other",323,"Nov-18"
"1998",2000-09-15,"Duets",1.6e+07,4734235,6615452,"Walt Disney","R","Drama",0.41346575,2000,"Walt Disney",259,"Sep-15"
"1999",1999-08-13,"Detroit Rock City",1.6e+07,4217115,5825314,"New Line","R","Comedy",0.364082125,1990,"Other",225,"Aug-13"
"2000",2007-10-19,"Things We Lost in the Fire",1.6e+07,3287315,8120148,"Paramount Pictures","R","Drama",0.50750925,2000,"Paramount Pictures",292,"Oct-19"
"2001",2014-05-16,"The Immigrant",1.6e+07,2013456,7585011,"RADiUS-TWC","R","Drama",0.4740631875,2010,"Other",136,"May-16"
"2002",1997-08-15,"Steel",1.6e+07,1686429,1686429,"Warner Bros.","PG-13","Action",0.1054018125,1990,"Warner Bros.",227,"Aug-15"
"2003",2005-12-21,"The White Countess",1.6e+07,1669971,2814566,"Sony Pictures Classics","PG-13","Drama",0.175910375,2000,"Other",355,"Dec-21"
"2004",2014-10-01,"Men, Women and Children",1.6e+07,705908,1685403,"Paramount Pictures","R","Comedy",0.1053376875,2010,"Paramount Pictures",274,"Oct-1"
"2005",2008-12-31,"Good",1.6e+07,31631,31631,"ThinkFilm","R","Drama",0.0019769375,2000,"Other",366,"Dec-31"
"2006",2002-06-21,"Juwanna Mann",15600000,13571817,13771817,"Warner Bros.","PG-13","Comedy",0.882808782051282,2000,"Warner Bros.",172,"Jun-21"
"2007",2007-06-08,"La Môme",15500000,10299782,88611837,"Picturehouse","PG-13","Drama",5.71689270967742,2000,"Other",159,"Jun-8"
"2008",2002-11-15,"Ararat",15500000,1693000,1693000,"Miramax","R","Drama",0.109225806451613,2000,"Other",319,"Nov-15"
"2009",2005-04-22,"Madison",15500000,517262,517262,"MGM","PG","Drama",0.0333717419354839,2000,"Other",112,"Apr-22"
"2010",2010-02-26,"The Yellow Handkerchief",15500000,318623,318623,"Samuel Goldwyn Films","PG-13","Drama",0.0205563225806452,2010,"Other",57,"Feb-26"
"2011",2006-03-31,"Slither",15250000,7802450,12930343,"Universal","R","Horror",0.847891344262295,2000,"Universal",90,"Mar-31"
"2012",1990-11-16,"Home Alone",1.5e+07,285761243,476684675,"20th Century Fox","PG","Comedy",31.7789783333333,1990,"20th Century Fox",320,"Nov-16"
"2013",1984-12-05,"Beverly Hills Cop",1.5e+07,234760478,316300000,"Paramount Pictures","R","Action",21.0866666666667,1980,"Paramount Pictures",340,"Dec-5"
"2014",1986-05-16,"Top Gun",1.5e+07,179800601,356799634,"Paramount Pictures","PG","Action",23.7866422666667,1980,"Paramount Pictures",136,"May-16"
"2015",1982-12-17,"Tootsie",1.5e+07,177200000,177200000,"Sony Pictures","PG","Comedy",11.8133333333333,1980,"Sony Pictures",351,"Dec-17"
"2016",1987-11-25,"3 Men and a Baby",1.5e+07,167780960,167780960,"Walt Disney","PG","Comedy",11.1853973333333,1980,"Walt Disney",329,"Nov-25"
"2017",2010-11-26,"The King’s Speech",1.5e+07,138797449,430821168,"Weinstein Co.","R","Drama",28.7214112,2010,"Other",330,"Nov-26"
"2018",1999-09-15,"American Beauty",1.5e+07,130058047,356258047,"Dreamworks SKG","R","Drama",23.7505364666667,1990,"Other",258,"Sep-15"
"2019",2000-12-08,"Crouching Tiger, Hidden Dragon",1.5e+07,128067808,213514672,"Sony Pictures Classics","PG-13","Action",14.2343114666667,2000,"Other",343,"Dec-8"
"2020",1988-12-09,"Twins",1.5e+07,111936388,216600000,"Universal","PG","Comedy",14.44,1980,"Universal",344,"Dec-9"
"2021",1996-12-20,"Scream",1.5e+07,103046663,173046663,"Miramax","R","Horror",11.5364442,1990,"Other",355,"Dec-20"
"2022",2017-08-11,"Annabelle: Creation",1.5e+07,102092201,305385888,"Warner Bros.","R","Horror",20.3590592,2010,"Warner Bros.",223,"Aug-11"
"2023",2013-10-25,"Jackass Presents: Bad Grandpa",1.5e+07,102003019,160903019,"Paramount Pictures","R","Comedy",10.7268679333333,2010,"Paramount Pictures",298,"Oct-25"
"2024",1978-06-28,"Heaven Can Wait",1.5e+07,98800000,98800000,"Paramount Pictures","PG","Comedy",6.58666666666667,1970,"Paramount Pictures",179,"Jun-28"
"2025",1985-12-18,"The Color Purple",1.5e+07,93589701,93589701,"Warner Bros.","PG-13","Drama",6.2393134,1980,"Warner Bros.",352,"Dec-18"
"2026",2014-11-28,"The Imitation Game",1.5e+07,91125143,227773686,"Weinstein Co.","PG-13","Drama",15.1849124,2010,"Other",332,"Nov-28"
"2027",1988-03-30,"Beetlejuice",1.5e+07,73326666,73326666,"Warner Bros.","PG","Comedy",4.8884444,1980,"Warner Bros.",90,"Mar-30"
"2028",1959-11-18,"Ben-Hur",1.5e+07,7.3e+07,7.3e+07,"MGM","G","Adventure",4.86666666666667,1950,"Other",322,"Nov-18"
"2029",2013-01-18,"Mama",1.5e+07,71628180,148095566,"Universal","PG-13","Horror",9.87303773333333,2010,"Universal",18,"Jan-18"
"2030",1980-10-10,"Private Benjamin",1.5e+07,69847348,69847348,"Warner Bros.","R","Comedy",4.65648986666667,1980,"Warner Bros.",284,"Oct-10"
"2031",1980-03-07,"Coal Miner's Daughter",1.5e+07,67182787,67182787,"Universal","PG","Drama",4.47885246666667,1980,"Universal",67,"Mar-7"
"2032",1987-03-06,"Lethal Weapon",1.5e+07,65192350,120192350,"Warner Bros.","R","Action",8.01282333333333,1980,"Warner Bros.",65,"Mar-6"
